0.08078  	0.12724  	0.52655  	0.18035  	0.57749  	-0.4328  	-0.1561  	-0.3795  	0.25712  	-0.5677  	-1.1457  	0.18531  	0.50589  	0.50748  	-0.7200  	1.34720  	-0.2607  	0.07076  	-0.0008  	0.98334  	-0.4428  	-1.3794  	-0.7723  	0.41734  	-0.1289  	-0.1023  	-0.3563  	0.05614  	-0.5693  	-0.3620  	-0.2477  	0.27129  	0.05039  	-0.0986  	0.69679  	0.32100  	0.48146  	0.14313  	-0.5141  	0.37350  	0.48136  	-0.1339  	-0.0430  	-0.0367  	0.01784  	0.03052  	0.06360  	-0.2131  	-0.1457  	0.12530  	-0.0419  	-0.0052  	0.00937  	-0.0157  	-0.0254  	-0.0719  	0.03075  	0.00379  	-0.0028  	0.00213  	0.02400  	-0.0064  	0.04793  	0.00167  	0.37868  	0.01063  	0.03809  	0.00188  	0.02504  	-0.1916  	
0.10239  	0.13180  	0.52620  	0.28539  	0.69499  	-0.4053  	-0.1316  	-0.4069  	0.22152  	-0.5378  	-1.2821  	0.16205  	0.55525  	0.58332  	-0.7005  	1.34879  	-0.2780  	0.09131  	-0.0012  	1.01999  	-0.5443  	-1.3706  	-0.8479  	0.41145  	-0.0385  	-0.1097  	-0.3396  	0.14635  	-0.4552  	-0.3237  	-0.2684  	0.25175  	0.04128  	-0.1001  	0.68568  	0.36176  	0.38946  	0.09495  	-0.4829  	0.41769  	0.45929  	-0.1234  	-0.0431  	-0.0259  	0.02473  	0.02972  	0.05975  	-0.1997  	-0.1400  	0.13028  	-0.0311  	-0.0085  	0.00656  	-0.0238  	-0.0228  	-0.0723  	0.03238  	0.00130  	-0.0047  	-0.0024  	0.02017  	-0.0063  	0.04925  	-0.0025  	0.38052  	0.01336  	0.03952  	0.00094  	0.02572  	-0.1985  	
0.10218  	0.09952  	0.52067  	0.37697  	0.75342  	-0.3787  	-0.1157  	-0.4330  	0.19294  	-0.5030  	-1.4436  	0.10404  	0.61808  	0.66591  	-0.6639  	1.24278  	-0.2885  	0.11237  	-0.0164  	1.00935  	-0.6727  	-1.3367  	-0.8903  	0.36301  	0.05115  	-0.1296  	-0.3644  	0.21029  	-0.3391  	-0.2753  	-0.2689  	0.23032  	0.02462  	-0.0941  	0.64425  	0.40676  	0.30448  	0.04172  	-0.4255  	0.44967  	0.46705  	-0.1107  	-0.0529  	-0.0226  	0.02510  	0.03417  	0.05052  	-0.1854  	-0.1313  	0.12418  	-0.0180  	-0.0089  	0.00674  	-0.0273  	-0.0265  	-0.0653  	0.03613  	0.00174  	-0.0003  	-0.0027  	0.02115  	-0.0050  	0.05307  	-0.0062  	0.38207  	0.01544  	0.04070  	3.35683  	0.02620  	-0.2040  	
0.10288  	0.09477  	0.39649  	0.60302  	0.89524  	-0.3720  	-0.0816  	-0.4612  	0.19545  	-0.5165  	-1.6382  	0.09905  	0.67578  	0.73886  	-0.5179  	1.14194  	-0.2886  	0.09770  	-0.0402  	1.02857  	-0.7818  	-1.2745  	-0.9591  	0.34446  	0.11675  	-0.1320  	-0.3299  	0.30234  	-0.1969  	-0.2118  	-0.2961  	0.20383  	0.01905  	-0.0783  	0.59970  	0.42067  	0.20989  	0.00547  	-0.3757  	0.49742  	0.44693  	-0.0894  	-0.0571  	-0.0229  	0.03781  	0.03307  	0.04869  	-0.1851  	-0.1221  	0.12196  	-0.0139  	-0.0106  	0.00489  	-0.0274  	-0.0274  	-0.0636  	0.04088  	-0.0001  	0.00379  	-0.0019  	0.01699  	-0.0063  	0.04595  	-0.0051  	0.38331  	0.01687  	0.04163  	-0.0008  	0.02650  	-0.2080  	
0.09759  	0.10441  	0.29753  	0.83200  	1.02479  	-0.4060  	-0.0965  	-0.4558  	0.18014  	-0.4843  	-1.7281  	0.17188  	0.70210  	0.79530  	-0.3909  	1.15275  	-0.3122  	0.13870  	-0.0489  	1.02108  	-0.8547  	-1.2596  	-0.9865  	0.30851  	0.11340  	-0.1306  	-0.3594  	0.31278  	-0.1117  	-0.1665  	-0.2905  	0.19576  	0.03340  	-0.0848  	0.63607  	0.43657  	0.14514  	0.00229  	-0.3769  	0.51271  	0.41748  	-0.0797  	-0.0518  	-0.0275  	0.03409  	0.03759  	0.05403  	-0.1953  	-0.1258  	0.11398  	-0.0250  	-0.0151  	0.00290  	-0.0280  	-0.0215  	-0.0578  	0.03749  	-0.0015  	0.00425  	0.00574  	0.01533  	-0.0037  	0.03808  	-0.0082  	0.38424  	0.01767  	0.04231  	-0.0016  	0.02662  	-0.2106  	
-0.1817  	-0.0167  	0.14438  	0.53127  	0.94079  	-0.7220  	-0.1292  	-0.4801  	0.15603  	-0.4001  	-1.4263  	0.11594  	0.66143  	0.73393  	-0.5033  	1.14341  	-0.3397  	0.14411  	-0.0045  	1.12381  	-0.7721  	-1.3495  	-1.0758  	0.35803  	0.05068  	-0.1025  	-0.4324  	0.29036  	-0.2765  	-0.2452  	-0.2085  	0.19779  	0.05771  	-0.0820  	0.72954  	0.41972  	0.21927  	-0.0182  	-0.4597  	0.48585  	0.42080  	-0.0773  	-0.0727  	-0.0358  	0.01931  	0.02946  	0.06967  	-0.2216  	-0.1536  	0.12350  	-0.0285  	-0.0141  	-0.0158  	-0.0295  	-0.0370  	-0.0693  	0.04015  	-0.0092  	-0.0031  	0.00090  	0.01647  	0.01039  	0.02338  	-0.0152  	0.38488  	0.01782  	0.04274  	-0.0024  	0.02654  	-0.2117  	
-0.7091  	-0.1477  	-0.0035  	-0.1736  	0.63151  	-0.9982  	-0.1599  	-0.6676  	0.11893  	-0.3111  	-1.0452  	0.14777  	0.43087  	0.25530  	-1.0288  	1.06379  	-0.3410  	0.20507  	-0.0170  	1.21538  	-0.7249  	-1.4658  	-0.9586  	0.36523  	-0.1298  	-0.0571  	-0.5367  	0.33990  	-0.3451  	-0.3718  	-0.1856  	0.21348  	0.02414  	-0.0909  	0.61213  	0.46404  	0.24293  	0.03894  	-0.4496  	0.49084  	0.46902  	-0.1024  	-0.1063  	-0.0693  	0.05870  	0.02927  	0.06840  	-0.2393  	-0.1707  	0.11471  	-0.0454  	-0.0009  	-0.0053  	-0.0248  	-0.0343  	-0.1018  	0.04902  	-0.0022  	-0.0019  	0.00084  	0.02896  	-0.0021  	0.03773  	0.00536  	0.38521  	0.01733  	0.04293  	-0.0032  	0.02628  	-0.2114  	
-0.8794  	-0.2187  	0.07632  	-0.4864  	0.45923  	-1.0854  	-0.2044  	-0.6501  	0.10221  	-0.2639  	-0.8280  	0.11261  	0.36691  	0.10130  	-1.2922  	1.00750  	-0.2939  	0.12452  	0.01378  	1.11107  	-0.7139  	-1.4381  	-0.7999  	0.34090  	-0.1313  	-0.0555  	-0.5420  	0.31638  	-0.3490  	-0.3925  	-0.2072  	0.18401  	-0.0012  	-0.1052  	0.50638  	0.42439  	0.29318  	0.04618  	-0.4327  	0.39816  	0.54158  	-0.1101  	-0.0771  	-0.0519  	0.03313  	0.03110  	0.06884  	-0.2424  	-0.1553  	0.13752  	-0.0429  	-0.0117  	-0.0046  	-0.0274  	-0.0323  	-0.0938  	0.03706  	0.00309  	0.00490  	-0.0084  	0.02920  	-0.0094  	0.04225  	-0.0061  	0.38519  	0.01531  	0.04285  	-0.0033  	0.02484  	-0.2066  	
-0.5238  	-0.0582  	0.17626  	-0.0606  	0.58499  	-0.8318  	-0.2090  	-0.5324  	0.15006  	-0.3773  	-1.0922  	0.22500  	0.47376  	0.33743  	-1.0231  	1.10645  	-0.2829  	0.18240  	0.00824  	1.16304  	-0.7302  	-1.4504  	-0.9268  	0.33886  	-0.0768  	-0.0689  	-0.5327  	0.35935  	-0.2733  	-0.3369  	-0.1969  	0.18068  	0.00069  	-0.0965  	0.51175  	0.46793  	0.19375  	0.02823  	-0.3857  	0.47436  	0.50918  	-0.1212  	-0.0741  	-0.0562  	0.03170  	0.02895  	0.05919  	-0.2222  	-0.1598  	0.11656  	-0.0211  	-0.0136  	-0.0070  	-0.0284  	-0.0295  	-0.0826  	0.04217  	-0.0016  	0.00225  	5.70633  	0.02234  	-0.0078  	0.04696  	0.00612  	0.38363  	0.01342  	0.04248  	-0.0041  	0.02446  	-0.2032  	
-0.2661  	0.04674  	0.30770  	0.11315  	0.68801  	-0.6263  	-0.1638  	-0.5002  	0.20859  	-0.4346  	-1.3686  	0.21243  	0.55718  	0.45097  	-0.8494  	1.17446  	-0.3340  	0.19720  	-0.0199  	1.12021  	-0.7591  	-1.4031  	-0.9120  	0.30254  	-0.1704  	-0.0548  	-0.5688  	0.34333  	-0.3100  	-0.3352  	-0.1947  	0.19191  	0.05349  	-0.0856  	0.51815  	0.41028  	0.19078  	0.03993  	-0.3741  	0.47328  	0.57313  	-0.1343  	-0.0423  	-0.0336  	0.01719  	0.03180  	0.07034  	-0.1995  	-0.1429  	0.12462  	-0.0304  	-0.0151  	-0.0109  	-0.0259  	-0.0337  	-0.0783  	0.03787  	-0.0016  	0.00389  	-0.0061  	0.03608  	-0.0121  	0.04749  	-0.0021  	0.38317  	0.01083  	0.04188  	-0.0051  	0.02423  	-0.2015  	
